id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
11235582,13147760,5400.0,5400.0,5400.0, 36 months,9.67,173.41,B,B1,Salon Manager,< 1 year,RENT,50000.0,Source Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11235582,,credit_card,Credit card refinancing,724xx,AR,30.29,0.0,Feb-2007,0.0,31.0,,11.0,0.0,4877.0,25.9,21.0,f,2132.03,2132.03,3988.43,3988.43,3267.97,720.46,0.0,0.0,0.0,Jan-2016,173.41,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,66916.0,,,,,,,,,,,,18800.0,,,
67476671,72228423,20000.0,20000.0,20000.0, 36 months,10.64,651.37,B,B4,Senior Manager,< 1 year,MORTGAGE,200000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67476671,,debt_consolidation,Debt consolidation,379xx,TN,15.8,0.0,Jun-2004,0.0,,,25.0,0.0,40102.0,43.2,35.0,w,19525.96,19525.96,639.55,639.55,474.04,165.51,0.0,0.0,0.0,Jan-2016,651.37,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,153899.0,0.0,3.0,0.0,0.0,27.0,39446.0,69.3,1.0,8.0,6471.0,50.1,92900.0,0.0,3.0,1.0
41398267,44314984,10000.0,10000.0,10000.0, 60 months,17.57,251.61,D,D4,Charge Nurse,10+ years,MORTGAGE,56201.0,Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41398267,,credit_card,Credit card refinancing,444xx,OH,35.66,0.0,Oct-1996,0.0,,,23.0,0.0,35717.0,89.3,49.0,f,8875.98,8875.98,2506.34,2506.34,1124.02,1382.32,0.0,0.0,0.0,Dec-2015,251.61,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,116894.0,,,,,,,,,,,,40000.0,,,
41109894,43985650,18425.0,18425.0,18425.0, 60 months,13.33,422.35,C,C3,Detention Officer,10+ years,MORTGAGE,53000.0,Not Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41109894,,debt_consolidation,Debt consolidation,853xx,AZ,34.36,0.0,Apr-1995,0.0,,,13.0,0.0,31364.0,47.6,28.0,w,16136.11,16136.11,4196.21,4196.21,2288.89,1907.32,0.0,0.0,0.0,Jan-2016,422.35,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,239709.0,,,,,,,,,,,,65900.0,,,
43859264,46875986,18650.0,18650.0,18650.0, 60 months,17.86,472.17,D,D5,Poker Shift Manager,10+ years,OWN,55000.0,Source Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43859264,,debt_consolidation,Debt consolidation,704xx,LA,22.19,0.0,Feb-1998,0.0,,,7.0,0.0,22623.0,83.5,12.0,w,16790.67,16790.67,4357.61,4357.61,1859.33,2498.28,0.0,0.0,0.0,Jan-2016,598.75,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,30429.0,,,,,,,,,,,,27100.0,,,
12927392,14959586,14700.0,14700.0,14700.0, 36 months,16.59,521.11,D,D1,Secretary,5 years,RENT,35000.0,Source Verified,Mar-2014,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12927392,,credit_card,Credit card refinancing,100xx,NY,32.27,1.0,Oct-2008,0.0,5.0,,9.0,0.0,11429.0,74.2,11.0,w,8253.47,8253.47,9379.98,9379.98,6446.53,2933.45,0.0,0.0,0.0,Oct-2015,521.11,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,41244.0,,,,,,,,,,,,15400.0,,,
68192631,73060360,25000.0,25000.0,25000.0, 36 months,17.27,894.69,D,D3,,n/a,RENT,50000.0,Not Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68192631,,major_purchase,Major purchase,444xx,OH,19.21,0.0,Oct-1988,0.0,,51.0,14.0,1.0,12512.0,23.5,26.0,w,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,25402.0,1.0,1.0,0.0,0.0,30.0,12890.0,57.5,2.0,8.0,3024.0,33.6,53200.0,0.0,0.0,0.0
6935963,8578038,35000.0,35000.0,34900.0, 36 months,10.64,1139.9,B,B2,Time Warner cable,10+ years,MORTGAGE,90038.0,Verified,Sep-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6935963,  Borrower added on 08/28/13 > This loan will be used to consolidate credit card balances.<br>,debt_consolidation,credit card consolidation,442xx,OH,16.31,0.0,Mar-1995,0.0,,,9.0,0.0,38547.0,55.7,15.0,f,8773.67,8748.56,31906.5,31815.39,26226.33,5680.17,0.0,0.0,0.0,Jan-2016,1139.9,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,146749.0,,,,,,,,,,,,69200.0,,,
11624567,13596718,3150.0,3150.0,3150.0, 36 months,13.53,106.95,B,B5,Content Writer,1 year,RENT,27040.0,Verified,Feb-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11624567,"  Borrower added on 02/05/14 > I would like consolidate my credit cards. I realize that I am getting a point where I am living beyond my means. Therefore, I would like to get a better control of my spending and credit.<br>",debt_consolidation,Debt consolidation,327xx,FL,15.27,0.0,Sep-2003,0.0,60.0,56.0,15.0,1.0,3320.0,21.8,36.0,w,1286.22,1286.22,2459.85,2459.85,1863.78,596.07,0.0,0.0,0.0,Jan-2016,106.95,Feb-2016,Jan-2016,0.0,60.0,1.0,INDIVIDUAL,,,,0.0,0.0,4858.0,,,,,,,,,,,,15200.0,,,
9066191,10878215,31300.0,31300.0,31300.0, 36 months,15.1,1086.56,C,C2,superintendent,1 year,MORTGAGE,70000.0,Verified,Dec-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9066191,,debt_consolidation,Debt consolidation,469xx,IN,20.81,0.0,Jun-1990,0.0,,,8.0,0.0,10181.0,65.7,22.0,f,11096.98,11096.98,27163.74,27163.74,20203.02,6960.72,0.0,0.0,0.0,Jan-2016,1086.56,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,163815.0,,,,,,,,,,,,15500.0,,,
28132412,30645556,1375.0,1375.0,1375.0, 36 months,6.49,42.14,A,A2,executive,10+ years,RENT,35000.0,Not Verified,Oct-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=28132412,,debt_consolidation,Debt consolidation,925xx,CA,25.48,0.0,May-2008,0.0,,,14.0,0.0,4574.0,15.2,16.0,f,0.0,0.0,1441.35,1441.35,1375.0,66.35,0.0,0.0,0.0,Aug-2015,1062.09,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,21356.0,,,,,,,,,,,,30000.0,,,
68354986,73244754,11000.0,11000.0,11000.0, 36 months,6.49,337.09,A,A2,POLICE OFFICER,3 years,RENT,62000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68354986,,debt_consolidation,Debt consolidation,137xx,NY,16.59,0.0,Jan-2006,0.0,,,8.0,0.0,23924.0,63.8,18.0,w,10722.41,10722.41,297.42,297.42,277.59,19.83,0.0,0.0,0.0,Jan-2016,307.34,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,28197.0,0.0,1.0,0.0,0.0,38.0,4273.0,49.7,2.0,2.0,7664.0,61.2,37500.0,0.0,6.0,1.0
10695718,12587823,7500.0,7500.0,7500.0, 36 months,15.61,262.24,C,C4,Scheduler/Planner,1 year,MORTGAGE,120000.0,Not Verified,Jan-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=10695718,,debt_consolidation,Debt consolidation,977xx,OR,13.94,0.0,May-2001,1.0,32.0,,19.0,0.0,14051.0,39.6,27.0,f,3117.77,3117.77,6031.44,6031.44,4382.23,1649.21,0.0,0.0,0.0,Dec-2015,262.24,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,519.0,147946.0,,,,,,,,,,,,35500.0,,,
56452142,60133855,28000.0,28000.0,28000.0, 36 months,7.89,876.0,A,A5,Office Manager/Administrator,4 years,MORTGAGE,90000.0,Source Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56452142,,debt_consolidation,Debt consolidation,327xx,FL,32.0,0.0,Nov-1977,0.0,70.0,,14.0,0.0,28085.0,72.6,65.0,w,24494.71,24494.71,4367.73,4367.73,3505.29,862.44,0.0,0.0,0.0,Jan-2016,876.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,527305.0,,,,,,,,,,,,38700.0,,,
49803221,53131937,15000.0,15000.0,15000.0, 36 months,13.99,512.6,C,C4,owner/operator,2 years,OWN,234000.0,Source Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49803221,,major_purchase,Major purchase,547xx,WI,6.67,3.0,Jan-2007,2.0,13.0,,17.0,0.0,4374.0,21.3,28.0,f,12551.62,12551.62,3576.54,3576.54,2448.38,1128.16,0.0,0.0,0.0,Jan-2016,512.6,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,119121.0,,,,,,,,,,,,20500.0,,,
14468558,16530903,20000.0,20000.0,20000.0, 36 months,13.98,683.36,C,C3,Chief Technology Officer,1 year,RENT,105000.0,Source Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14468558,,other,Other,112xx,NY,10.5,0.0,Nov-2006,0.0,,,12.0,0.0,15814.0,92.5,15.0,f,10483.89,10483.89,12983.84,12983.84,9516.11,3467.73,0.0,0.0,0.0,Dec-2015,683.36,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,68911.0,,,,,,,,,,,,17100.0,,,
11727868,13700059,10000.0,10000.0,10000.0, 36 months,11.99,332.1,B,B3,Custodian,10+ years,MORTGAGE,65000.0,Verified,Feb-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11727868,  Borrower added on 02/12/14 > Hello ive gotton into a lot of credit card debt just need to put them all together and make one payment that would help alot<br>,debt_consolidation,Debt consolidation,441xx,OH,21.94,0.0,Mar-2001,0.0,,85.0,11.0,1.0,15010.0,63.3,27.0,f,0.0,0.0,4981.5,4981.5,3737.21,1244.29,0.0,0.0,0.0,May-2015,332.1,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,37683.0,,,,,,,,,,,,23700.0,,,
729821,925646,10000.0,10000.0,10000.0, 60 months,12.68,225.9,C,C1,,n/a,MORTGAGE,21000.0,Verified,Apr-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=729821,,debt_consolidation,debtconsol,486xx,MI,5.71,0.0,Jul-1998,4.0,,,5.0,0.0,3758.0,29.1,10.0,f,199.19,199.19,13278.51,13278.51,9800.81,3477.7,0.0,0.0,0.0,Jan-2016,225.9,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
8968076,3607431,10000.0,10000.0,10000.0, 36 months,6.62,307.04,A,A2,Manager,6 years,MORTGAGE,65000.0,Source Verified,Nov-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8968076,  Borrower added on 11/17/13 > Just looking to consolidate some of my credit card balances into one monthly payment<br>,credit_card,Credit Card Pay Down,761xx,TX,24.48,0.0,Mar-2001,1.0,,,16.0,0.0,10064.0,30.4,37.0,f,0.0,0.0,10267.4558856,10267.46,10000.0,267.46,0.0,0.0,0.0,Jun-2014,429.51,,Sep-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,219998.0,,,,,,,,,,,,33100.0,,,
1485386,1744337,35000.0,35000.0,35000.0, 36 months,21.98,1336.31,E,E4,Memorial Health University Physicians,3 years,RENT,170000.0,Verified,Aug-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1485386,  Borrower added on 08/17/12 > Will be planning on consolidating my credit cards. Relied on them heavily while I was training for my career for the last 8 years and now would like to get my debt payments rolled into ONE payment so I can start saving for my future<br>,other,Wedding 2013,313xx,GA,9.66,0.0,Aug-1999,0.0,56.0,,22.0,0.0,33096.0,38.9,43.0,f,0.0,0.0,37487.24,37487.24,35000.0,2487.24,0.0,0.0,0.0,Dec-2012,33481.24,,Dec-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,121404.0,,,,,,,,,,,,85000.0,,,
48585893,51834658,18000.0,18000.0,18000.0, 60 months,13.99,418.74,C,C4,Administrative Assistant,5 years,OWN,50000.0,Source Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48585893,,debt_consolidation,Debt consolidation,327xx,FL,15.94,0.0,Sep-2000,0.0,59.0,102.0,14.0,1.0,16600.0,34.0,27.0,w,16259.08,16259.08,3244.99,3244.99,1740.92,1504.07,0.0,0.0,0.0,Jan-2016,418.74,Feb-2016,Jan-2016,0.0,59.0,1.0,INDIVIDUAL,,,,0.0,0.0,21280.0,,,,,,,,,,,,48800.0,,,
48454487,51703206,17500.0,17500.0,17500.0, 36 months,7.89,547.5,A,A5,Senior producer,2 years,MORTGAGE,130000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48454487,,debt_consolidation,Debt consolidation,760xx,TX,18.0,2.0,Dec-1980,0.0,6.0,,15.0,0.0,11346.0,33.6,27.0,w,13959.83,13959.83,4372.33,4372.33,3540.17,832.16,0.0,0.0,0.0,Jan-2016,547.5,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,293347.0,,,,,,,,,,,,33800.0,,,
44946604,48024370,4100.0,4100.0,4100.0, 36 months,16.99,146.16,D,D3,sales manager,4 years,RENT,59000.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44946604,,major_purchase,Major purchase,274xx,NC,6.22,0.0,Jun-2005,1.0,,,5.0,0.0,695.0,1.4,10.0,f,3260.58,3260.58,1311.57,1311.57,839.42,472.15,0.0,0.0,0.0,Jan-2016,146.16,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,4723.0,,,,,,,,,,,,49300.0,,,
68416810,73306631,12000.0,12000.0,12000.0, 60 months,9.17,250.1,B,B2,Financial Planner,10+ years,OWN,68000.0,Not Verified,Dec-2015,Issued,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68416810,,credit_card,Credit card refinancing,774xx,TX,14.53,0.0,May-1999,0.0,,,20.0,0.0,34714.0,29.6,56.0,w,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,34714.0,1.0,0.0,0.0,0.0,36.0,0.0,,2.0,9.0,8269.0,29.6,117300.0,0.0,0.0,0.0
55574409,59176155,1375.0,1375.0,1375.0, 36 months,14.65,47.43,C,C5,Optcian,1 year,RENT,320000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55574409,,other,Other,290xx,SC,3.04,0.0,Sep-1996,1.0,24.0,,7.0,0.0,1917.0,76.7,21.0,f,1218.0,1218.0,236.03,236.03,157.0,79.03,0.0,0.0,0.0,Jan-2016,47.43,Feb-2016,Jan-2016,0.0,24.0,1.0,INDIVIDUAL,,,,0.0,0.0,120452.0,,,,,,,,,,,,2500.0,,,
61331292,65450061,35000.0,35000.0,35000.0, 60 months,10.99,760.82,B,B4,President ,5 years,OWN,350000.0,Source Verified,Oct-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61331292,,debt_consolidation,Debt consolidation,334xx,FL,8.36,0.0,Feb-1991,0.0,,,22.0,0.0,34742.0,26.8,54.0,w,0.0,0.0,35299.18,35299.18,35000.0,299.18,0.0,0.0,0.0,Nov-2015,35320.55,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,74383.0,,,,,,,,,,,,172400.0,,,
6495067,8047218,11000.0,11000.0,11000.0, 60 months,24.5,319.65,F,F3,Rite Aid Pharmacy,10+ years,RENT,36000.0,Verified,Aug-2013,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6495067,"  Borrower added on 08/05/13 > I am reconciling my credit cards. I would like to have better use of my income and it's seems with all my credit cards, impossible. I will only keep one credit card for emergency use. Thank you for the possibility of ending my card use, so I can focus on a better future.<br>",credit_card,my credit cards,922xx,CA,24.44,4.0,Feb-1993,0.0,13.0,,12.0,0.0,5776.0,50.2,26.0,f,7940.06,7940.06,7986.99,7986.99,3059.94,4927.05,0.0,0.0,0.0,Oct-2015,319.65,Feb-2016,Jan-2016,0.0,14.0,1.0,INDIVIDUAL,,,,0.0,0.0,16681.0,,,,,,,,,,,,11500.0,,,
15511522,17603923,23000.0,23000.0,23000.0, 36 months,6.03,700.02,A,A1,Sales,10+ years,MORTGAGE,180000.0,Source Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15511522,,credit_card,Credit card refinancing,441xx,OH,10.74,0.0,May-1983,2.0,,,21.0,0.0,24403.0,34.6,29.0,w,11378.75,11378.75,13300.38,13300.38,11621.25,1679.13,0.0,0.0,0.0,Dec-2015,700.02,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,363643.0,,,,,,,,,,,,70600.0,,,
1260462,1503621,28000.0,28000.0,27950.0, 36 months,20.5,1047.73,E,E2,forfeiture support associates,5 years,RENT,74000.0,Verified,May-2012,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1260462,  Borrower added on 04/22/12 > debt consolidation<br><br>  Borrower added on 04/24/12 > The loan will be used for strictly debt consolidation. The amount I will be paying monthly to pay back this loan is the same amount I pay to all me creditors. I just want to be able to make one easy payment instead of 5-7 a month<br><br> Borrower added on 04/24/12 > Also the interest rate is lower than a lot my credit cards<br><br>  Borrower added on 04/24/12 > I would please like to get this done as soon as possible. Please<br><br>  Borrower added on 04/25/12 > I have a great payment history.<br><br>  Borrower added on 04/26/12 > I chose this method over a bank loan because I like the idea of how this method works. You help those who help you!<br><br>  Borrower added on 04/27/12 > Debt consolidation<br><br>  Borrower added on 04/28/12 > Debt consolidation<br><br>  Borrower added on 04/30/12 > I have given many investors the confidence to invest. I hope this gives the others the confidence to invest as well!<br>,debt_consolidation,debt,209xx,MD,14.56,1.0,Jul-2001,0.0,15.0,,7.0,0.0,2854.0,31.7,21.0,f,0.0,0.0,6324.54,6313.25,1735.32,3069.67,0.0,1519.55,14.39,Jan-2013,523.86,,Apr-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
38699187,41483993,18000.0,18000.0,18000.0, 36 months,8.67,569.64,B,B1,CAT SCAN TECH,10+ years,MORTGAGE,61404.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38699187,,debt_consolidation,Debt consolidation,193xx,PA,18.53,0.0,Apr-2007,1.0,24.0,87.0,9.0,1.0,10019.0,56.3,11.0,f,12985.99,12985.99,6257.37,6257.37,5014.01,1243.36,0.0,0.0,0.0,Dec-2015,569.64,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,14494.0,,,,,,,,,,,,17800.0,,,
5935301,7407435,21000.0,21000.0,21000.0, 60 months,15.88,509.35,C,C4,Auto Temp Inc.,7 years,MORTGAGE,125000.0,Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5935301,,credit_card,credit card refinance,452xx,OH,14.4,1.0,Sep-2006,1.0,5.0,,13.0,0.0,39110.0,73.5,19.0,f,12548.56,12548.56,15270.49,15270.49,8451.44,6819.05,0.0,0.0,0.0,Jan-2016,509.35,Feb-2016,Jan-2016,0.0,5.0,1.0,INDIVIDUAL,,,,0.0,0.0,375133.0,,,,,,,,,,,,53200.0,,,
31377373,33950609,14000.0,14000.0,14000.0, 36 months,14.99,485.25,C,C5,Head waiter,10+ years,MORTGAGE,52400.0,Source Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31377373,,debt_consolidation,Debt consolidation,800xx,CO,13.17,1.0,Apr-2005,1.0,6.0,,10.0,0.0,18236.0,90.3,21.0,w,8914.53,8914.53,7255.43,7255.43,5085.47,2169.96,0.0,0.0,0.0,Jan-2016,485.25,Feb-2016,Jan-2016,0.0,6.0,1.0,INDIVIDUAL,,,,0.0,0.0,219070.0,,,,,,,,,,,,20200.0,,,
875198,1089659,8000.0,8000.0,8000.0, 36 months,11.49,263.78,B,B4,Pacific Waterjet Cutting Inc,8 years,RENT,38000.0,Not Verified,Sep-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=875198,"  Borrower added on 09/07/11 > Hello everyone,<br/><br/>I would like to use this loan to consolidate my debt in one monthly payment and also get a better interest rate. All of my credit cards have 21% APR or above so any rate below that would be great.<br/><br/>I am a stable, full time job at a agricultural manufacturing facility  and have been employed there for the past eight years. I am a very hard worker and responsible with my finances. I have never been late or delinquent on any payment and I plan to pay this loan off as soon as possible. This is my second Lending Club loan. The first loan did not missed a single payment over the three year loan period.<br/><br/>Loan with confidence and thanks for your consideration.<br/>",debt_consolidation,DEBT BE GONE,959xx,CA,24.66,0.0,Aug-2005,0.0,,,6.0,0.0,4820.0,57.4,9.0,f,0.0,0.0,9477.23286654,9477.23,8000.0,1477.23,0.0,0.0,0.0,Jun-2014,1055.12,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
779855,982620,2000.0,2000.0,2000.0, 36 months,16.59,70.9,D,D1,Broome Developmental Center,4 years,RENT,24000.0,Not Verified,Jun-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=779855,,other,Home Improvements,137xx,NY,6.65,0.0,Jun-2001,1.0,,,3.0,0.0,253.0,21.1,5.0,f,0.0,0.0,2328.45,2328.45,2000.0,328.45,0.0,0.0,0.0,Aug-2012,1411.53,,Sep-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
20188365,22451144,3000.0,3000.0,3000.0, 36 months,13.35,101.59,C,C2,IT asset manager,10+ years,MORTGAGE,65000.0,Not Verified,Jul-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20188365,,credit_card,Credit card refinancing,700xx,LA,17.97,3.0,Oct-2000,0.0,7.0,,8.0,0.0,41634.0,90.7,19.0,w,0.0,0.0,3287.2,3287.2,3000.0,287.2,0.0,0.0,0.0,Apr-2015,2474.48,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,174872.0,,,,,,,,,,,,45900.0,,,
63455110,67797846,21575.0,21575.0,21350.0, 60 months,16.99,536.08,D,D3,Associate Pastor,10+ years,MORTGAGE,126000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63455110,,debt_consolidation,Debt consolidation,850xx,AZ,6.82,0.0,Apr-2003,1.0,,,9.0,0.0,11803.0,47.0,25.0,f,21110.51,20890.35,1031.43,1020.67,464.49,566.94,0.0,0.0,0.0,Dec-2015,536.08,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,367476.0,,,,,,,,,,,,25100.0,,,
38646644,41430475,7500.0,7500.0,7500.0, 36 months,8.19,235.69,A,A5,registered nurse,5 years,RENT,60000.0,Source Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38646644,,car,Car financing,906xx,CA,13.0,0.0,May-2006,1.0,61.0,54.0,9.0,2.0,4679.0,32.0,14.0,w,5399.78,5399.78,2584.06,2584.06,2100.22,483.84,0.0,0.0,0.0,Jan-2016,235.69,Feb-2016,Jan-2016,0.0,61.0,1.0,INDIVIDUAL,,,,0.0,0.0,19212.0,,,,,,,,,,,,14600.0,,,
63415190,67757921,30000.0,30000.0,29950.0, 60 months,26.77,911.95,G,G1,Sr. Lab oratory technician,10+ years,MORTGAGE,73000.0,Source Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63415190,,debt_consolidation,Debt consolidation,775xx,TX,24.4,0.0,Jun-2003,1.0,68.0,,14.0,0.0,23452.0,71.9,27.0,f,29509.19,29460.01,1801.58,1798.58,490.81,1310.77,0.0,0.0,0.0,Dec-2015,911.95,Feb-2016,Jan-2016,0.0,68.0,1.0,INDIVIDUAL,,,,0.0,0.0,255769.0,,,,,,,,,,,,32600.0,,,
19135851,21338583,5000.0,5000.0,5000.0, 36 months,10.99,163.67,B,B3,Staff Sergeant,8 years,RENT,55000.0,Not Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19135851,,debt_consolidation,Debt consolidation,921xx,CA,6.61,0.0,May-2005,0.0,75.0,,5.0,0.0,11269.0,64.0,15.0,w,2565.76,2565.76,3109.73,3109.73,2434.24,675.49,0.0,0.0,0.0,Jan-2016,163.67,Feb-2016,Jan-2016,0.0,75.0,1.0,INDIVIDUAL,,,,0.0,0.0,11269.0,,,,,,,,,,,,17600.0,,,
39642196,42466049,35000.0,35000.0,35000.0, 36 months,9.49,1120.99,B,B2,salesman,10+ years,MORTGAGE,250000.0,Source Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39642196,,credit_card,Credit card refinancing,115xx,NY,15.77,1.0,Mar-1981,2.0,10.0,,12.0,0.0,114164.0,77.7,25.0,w,25337.78,25337.78,12312.44,12312.44,9662.22,2650.22,0.0,0.0,0.0,Jan-2016,1120.99,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,757817.0,,,,,,,,,,,,187400.0,,,
54524483,58105232,4875.0,4875.0,4875.0, 36 months,13.99,166.6,C,C4,Medical Records ,< 1 year,MORTGAGE,25000.0,Not Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54524483,,debt_consolidation,Debt consolidation,826xx,WY,35.09,0.0,Apr-1995,0.0,,49.0,9.0,1.0,3188.0,45.5,42.0,w,4196.91,4196.91,992.02,992.02,678.09,313.93,0.0,0.0,0.0,Jan-2016,166.6,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,115380.0,,,,,,,,,,,,7000.0,,,
